0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.0039358170407158,2.0142557360822657,0.3665803101764984,0.34658854526799804,2.1968094518269834,-0.04841957998423257,-0.1827658826294944,0.4377501171724577,-0.1718856104209561,-0.07671512387351799,-0.7149001477818349,-0.4360112236870546,1.8219751507713358,-0.4981610824055758,-0.3672144631537076,0.0
0.10116834762179909,0.7108618010072735,-0.2930845557946995,-0.35069239212612735,-0.843881617690363,-0.0414889008790753,-0.24096862947559153,0.09181709803756115,0.2898451091656775,-0.11193418253883668,2.1931575704021933,-0.4360112236870546,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,0.0
-0.3351102111368241,0.016253633701833057,-1.5881555477393487,-1.5593149785360974,-1.0603203148541926,0.1408930839555935,-0.26604058196314107,0.34835169649714737,0.2176996842302673,-0.10659290349954663,0.6370789008910788,2.2935189409659467,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,0.0
-0.4224481511008903,-0.2911563503552066,-0.8417777201290042,-0.9136403244183796,-0.0017410030731611233,-0.008170649880996793,3.169142518603711,0.5802693385388945,0.24174815920873738,-0.10926354301919165,0.2086144486349945,-0.4360112236870546,1.8219751507713358,2.007382823184598,-0.3672144631537076,0.0
-0.33895226866420064,-0.052556808525985745,-1.2911804050066933,-1.3301687685172288,0.5303018125212815,0.06256798685914952,0.9447393573219621,0.18380677728317035,-0.0372141505415228,-0.09257204602141028,-1.484254392288959,-0.4360112236870546,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,2.0
-0.4333050865427275,-0.24852101541001909,0.040229728846854974,0.001960222124254168,-0.335433964312406,0.06408047946163697,-0.05113813206985925,0.07497391733061863,0.2898451091656775,-0.11193418253883668,0.7137971980855802,-0.4360112236870546,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,0.0
0.5673622978172396,1.3727540607791542,0.26514310974777927,0.2380143359982242,1.4864594305749714,-0.05080427091020121,-0.4839712027412827,-0.505468002416324,0.44135050153004374,-0.14565100647435503,0.06458670201512856,-0.4360112236870546,1.8219751507713358,-0.4981610824055758,-0.3672144631537076,0.0
-0.6300428343090483,0.04592886135731346,-2.0686832183249115,-1.7973843924413615,-0.9747972564755916,0.00611025438064644,0.2728435916328911,-2.4385468958592664,1.1171126484250666,-0.20173443638690042,1.144432922903772,-0.4360112236870546,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,1.0
-0.6386485259917004,-0.43788194774416017,1.1482940510624182,1.1792084414418444,-0.27489203017967906,-0.052670390541165284,-0.7232943855769829,0.023148745924641608,0.2898451091656775,-0.12244982564743892,0.42936049244936186,-0.4360112236870546,1.8219751507713358,2.007382823184598,-0.3672144631537076,0.0
0.08285839403675639,-0.3128448094352969,0.14062930358082104,0.10650658140835977,-0.23526344222010837,-0.023371817939707242,0.3793179872618353,1.7100580751891934,-1.230018509473663,0.17248892630335777,-0.913209708454415,-0.4360112236870546,-0.5488549059391113,-0.4981610824055758,-0.3672144631537076,1.0
