koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition,koi_prad_log,koi_depth_log,koi_teq_log,koi_insol_log,koi_model_snr_log
11.59822233,2.5237,2804.5,2.65,396.0,5.82,71.0,0,0,0,0,3688.0,4.79,0.473,15.937,CONFIRMED,1.2947271675944,7.939337055191027,5.983936280687191,1.9198594718553708,4.276666119016055
6.575315881,4.3084,2793.3,5.31,1015.0,251.38,221.1,0,0,0,0,5992.0,4.415,0.989,15.312,CONFIRMED,1.8421356765531218,7.9353369069948645,6.923628628138427,5.530935888224764,5.403127730900382
7.275040844,7.5377,3001.0,4.86,833.0,113.64,312.1,0,0,0,0,5485.0,4.556,0.867,15.08,CONFIRMED,1.7681496035889213,8.007034012193408,6.726233402358747,4.741796783519916,5.74652262833236
19.27153892,2.7594,1219.8,1.93,393.0,5.66,37.1,0,0,0,0,4077.0,4.702,0.56,15.385,CONFIRMED,1.0750024230289759,7.107261660530193,5.976350909297934,1.8961194845522977,3.6402142821326553
10.06524317,1.369,1053.3,1.91,488.0,13.43,30.3,0,0,0,0,4077.0,4.702,0.56,15.385,CONFIRMED,1.068153081183401,6.9606323185829035,6.192362489474872,2.6693093727857793,3.4436180975461075
12.3935651,3.8896,916.6,2.66,677.0,49.68,35.8,0,0,0,0,5557.0,4.603,0.75,15.505,CONFIRMED,1.297463147413275,6.821761565815161,6.519147287940395,3.9255313554529385,3.6054978451748854
43.84439721,6.802,615.2,2.87,531.0,18.77,83.7,0,0,0,0,5854.0,4.406,1.012,12.882,CONFIRMED,1.3532545070416904,6.423571586162567,6.2766434893416445,2.9841656371825254,4.439115601658009
3.341913228,3.813,725.3,21.55,1032.0,268.67,39.0,0,1,1,0,5295.0,4.551,0.811,15.629,FALSE POSITIVE,3.1157350659486873,6.587963152612122,6.940222469119639,5.5971989892534175,3.6888794541139363
1.626630225,2.1145,1620.6,32.43,1547.0,1355.88,103.6,0,0,1,0,5735.0,4.41,0.973,15.279,FALSE POSITIVE,3.509453700432007,7.39116859513779,7.344719054149673,7.212943225563584,4.650143551630823
2.711504086,3.0099,837.5,3.12,1420.0,960.79,64.5,0,0,0,0,6214.0,4.442,1.076,15.541,CONFIRMED,1.415853163361435,6.731614581263264,7.259116128097101,6.868796131617542,4.182050142641207
7.21203748,4.0491,950.4,3.32,1025.0,260.58,51.5,0,0,0,0,6214.0,4.442,1.076,15.541,CONFIRMED,1.463255402256019,6.857934583998181,6.933423025730715,5.566740164061006,3.960813169597578
14.1798187,2.505,459.9,1.88,711.0,60.35,11.2,0,0,0,1,5799.0,4.539,0.878,15.727,FALSE POSITIVE,1.0577902941478545,6.133181099726462,6.568077911411976,4.116595171156921,2.501435951739211
8.47237911,2.7245,1123.5,2.59,751.0,75.44,47.6,0,0,0,0,5354.0,4.587,0.788,15.339,CONFIRMED,1.2781522025001875,7.02509377139937,6.62273632394984,4.336506119372072,3.883623530906448
60.4189369,5.039,931.3,2.36,390.0,5.49,20.1,0,0,0,0,5354.0,4.587,0.788,15.339,CONFIRMED,1.2119409739751128,6.837654651302648,5.968707559985366,1.8702625307159986,3.0492730404820207
12.611904345,5.1497,6105.6,7.4,753.0,76.15,277.2,0,0,0,0,5795.0,4.508,0.919,15.14,CONFIRMED,2.128231705849268,8.717125432469853,6.625392368007956,4.34575157880917,5.6283402794893425
1.433769925,1.8868,1976.3,46.58,1920.0,3209.29,112.6,0,1,0,0,6017.0,4.22,1.339,15.122,FALSE POSITIVE,3.8624125048748117,7.589487556726784,7.560601162768557,8.074116554722535,4.732683506287051
10.31872301,3.836,871.7,28.59,876.0,139.26,38.2,0,1,1,0,5927.0,4.409,1.06,15.065,FALSE POSITIVE,3.3874364664121184,6.771591854169266,6.776506992372183,4.943497843108764,3.6686767467964168
2.539183147,2.4282,382.1,2.06,1332.0,743.09,38.9,0,0,0,0,5519.0,4.35,1.062,15.026,CONFIRMED,1.1184149159642893,5.9482960517066035,7.195187320178709,6.6121619952590205,3.686376323895818
6.770300385,2.0844,1304.0,2.77,812.0,102.87,50.8,0,0,0,0,5653.0,4.656,0.679,15.591,CONFIRMED,1.3270750014599193,7.173958319756794,6.70073110954781,4.64314011723972,3.9473901492654373
0.444291966,2.0792,10967.0,27.51,1836.0,2706.26,299.7,0,1,1,1,5255.0,4.678,0.636,15.748,FALSE POSITIVE,3.3502549029245805,9.30273722124215,7.515889085215125,7.903692332286873,5.706113089994483
10.181584004,3.5089,5741.1,7.73,812.0,102.91,183.6,0,0,0,0,5988.0,4.541,0.836,15.657,CANDIDATE,2.166765369851511,8.655580276064018,6.70073110954781,4.643525139864555,5.218191322068752
20.06036336,3.3203,1494.7,1.96,361.0,4.0,35.2,0,0,0,0,3950.0,4.754,0.493,15.954,CONFIRMED,1.085189268335969,7.310349603665281,5.891644211825771,1.6094379124341003,3.5890591188317256
46.1842039,4.758,1394.7,1.83,273.0,1.32,26.0,0,0,0,0,3950.0,4.754,0.493,15.954,CONFIRMED,1.0402767116551463,7.241151360514599,5.6131281063880705,0.8415671856782186,3.295836866004329
23.9800854,5.351,104.0,1.31,649.0,41.94,17.1,0,0,0,0,5854.0,4.406,1.012,12.882,CONFIRMED,0.8372475245337022,4.653960350157523,6.476972362889683,3.7598037924506347,2.89591193827178
7.82502168,2.186,520.8,1.2,494.0,14.05,15.9,0,0,0,0,3950.0,4.754,0.493,15.954,CONFIRMED,0.7884573603642702,6.257284372702628,6.20455776256869,2.711377991194885,2.827313621929028
3.895936525,2.3111,8544.8,7.34,1005.0,241.62,370.8,0,0,0,0,5557.0,4.592,0.774,15.725,CONFIRMED,2.1210632163706555,9.053195213168596,6.913737350659685,5.491496433342773,5.918356075287344
22.36646466,5.228,986.8,2.32,536.0,19.45,32.1,0,0,0,0,5395.0,4.615,0.734,15.583,CONFIRMED,1.199964782928397,6.895480248106525,6.285998094508865,3.017982882488811,3.4995332823830174
1.625522174,2.38963,7969.0,9.73,1579.0,1467.41,799.7,0,0,0,0,5539.0,4.322,1.106,15.001,CONFIRMED,2.373043556642607,8.98343977178426,7.365180126021013,7.291935461732969,6.685486345078588
19.620346923,2.0038,21725.0,13.6,643.0,40.39,340.5,0,0,0,0,5710.0,4.492,0.905,15.562,CANDIDATE,2.681021528714291,9.986264978993697,6.467698726104354,3.7230393057606412,5.833347679010845
7.544039,6.222,322.6,17.47,838.0,116.46,14.2,1,0,1,0,5657.0,4.567,0.824,15.559,FALSE POSITIVE,2.9161477942111484,5.779508185184337,6.732210706467206,4.766097850094374,2.7212954278522306
9.02930689,3.1449,1019.8,2.57,757.0,77.75,53.9,0,0,0,0,5349.0,4.526,0.82,15.387,CONFIRMED,1.2725655957915476,6.9283419125905255,6.630683385642372,4.366278277705742,4.005513348515485
10.328035714,7.7915,16918.0,13.28,843.0,119.31,636.8,0,1,0,0,5627.0,4.359,1.024,15.646,FALSE POSITIVE,2.658859956911438,9.736192529758796,6.738152494595957,4.7900717450454335,6.458024754575957
143.2063047,8.9302,10566.0,8.9,308.0,2.14,138.8,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,2.2925347571405443,9.265491216441031,5.733341276897746,1.144222799920162,4.94021282979971
6.164876,3.262,55.8,0.79,1021.0,256.35,14.4,0,0,0,0,5854.0,4.406,1.012,12.882,CONFIRMED,0.5822156198526637,4.039536325727106,6.92951677076365,5.550437026098764,2.7343675094195836
60.32494216,6.6188,20280.0,12.19,411.0,6.77,347.2,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,2.579458966729223,9.917439766154132,6.021023349349527,2.050270164379556,5.8527770273340884
29.1598615,4.803,488.0,1.91,524.0,17.85,11.6,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,1.068153081183401,6.192362489474872,6.263398262591624,2.93651291389402,2.533696813957432
1.540397253,2.1541,816.1,25.69,1470.0,1105.68,38.8,0,0,1,1,5663.0,4.53,0.915,15.974,FALSE POSITIVE,3.284288963416433,6.705761486390662,7.293697720601438,7.009119821362617,3.6838669122903918
2.99025443,5.414,589.2,1.7,918.0,168.45,48.5,0,0,1,1,4667.0,4.578,0.731,15.842,FALSE POSITIVE,0.9932517730102834,6.380461462508839,6.823286122355687,5.132557898053061,3.9019726695746444
1.594745374,1.9604,15044.0,11.3,1539.0,1329.42,1009.3,0,0,0,0,5934.0,4.491,0.893,15.53,CONFIRMED,2.509599262378372,9.618800989064146,7.3395376954076745,7.193249960838482,6.918002595433687
4.783002698,2.335,1008.7,2.5,886.0,145.48,70.6,0,0,0,0,5170.0,4.574,0.807,15.119,CONFIRMED,1.252762968495368,6.917408536010275,6.787844982309579,4.986888900366255,4.2710950739666
20.50588921,4.0595,2105.5,3.41,518.0,17.06,78.5,0,0,0,0,4905.0,4.544,0.761,15.398,CONFIRMED,1.4838746894587547,7.652783081419071,6.251903883165888,2.8936995479888394,4.375757021660286
3.340218842,1.9104,1632.6,2.03,656.0,43.73,71.6,0,0,0,0,3950.0,4.754,0.493,15.954,CONFIRMED,1.1085626195212777,7.398541447410401,6.487684018484611,3.8006444174447567,4.28496492183075
2.507089906,2.0067,1339.2,30.26,1326.0,730.47,64.9,0,1,1,0,5926.0,4.506,0.939,15.555,FALSE POSITIVE,3.4423393249933305,7.20057413553907,7.190676034332207,6.595056207999221,4.188138441508461
18.64932728,4.4056,893.6,3.12,701.0,57.13,46.1,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.415853163361435,6.7963766909987475,6.553933404025811,4.062681881713259,3.8522730010223722
4.90144976,4.1654,140.7,1.7,1262.0,598.74,50.6,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,0.9932517730102834,4.953712146696635,7.141245122350491,6.396496227966792,3.9435216724875173
9.75192101,4.793,418.0,2.76,870.0,135.66,28.5,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.324418957401803,6.037870919922137,6.769641976852503,4.917496089352632,3.3843902633457743
38.5576546,5.794,993.0,4.02,550.0,21.71,39.7,0,0,0,0,5775.0,4.405,1.053,15.386,CONFIRMED,1.6134299337036377,6.901737206656574,6.311734809152915,3.122805356117467,3.7062280924485496
3.525632539,2.59959,22335.0,11.58,975.0,213.12,1996.7,0,0,0,0,5150.0,4.572,0.793,15.224,CONFIRMED,2.5321082512722946,10.0139550055621,6.883462586413092,5.36653660552518,7.599751797784687
34.84398644,2.9315,4523.6,7.61,511.0,16.1,76.8,0,0,0,0,5509.0,4.482,0.871,15.684,CANDIDATE,2.1529243184396396,8.417284454436656,6.238324625039508,2.8390784635086144,4.354141431184346
7.748094239,3.5957,2472.1,5.52,964.0,204.39,113.2,0,0,0,0,5973.0,4.439,1.085,15.67,CONFIRMED,1.8748743759385615,7.813227703420413,6.872128101338986,5.3249106108175575,4.73795129722191
23.96793669,3.827,1182.3,1.8,329.0,2.77,27.5,0,0,0,0,3747.0,4.728,0.524,15.414,CONFIRMED,1.0296194171811583,7.076062424390513,5.799092654460526,1.3270750014599193,3.349904087274605
8.29561738,1.3421,824.3,1.82,469.0,11.39,17.9,0,0,0,0,3747.0,4.728,0.524,15.414,CONFIRMED,1.0367368849500223,6.715746956598639,6.152732694704104,2.5168896956410514,2.9391619220655967
8.11437482,2.2736,1558.0,2.1,460.0,10.55,56.4,0,0,0,0,3692.0,4.753,0.517,15.877,CONFIRMED,1.1314021114911006,7.351799869057777,6.133398042996649,2.446685436967803,4.050044303325521
38.036729482,4.34617,82872.0,27.5,500.0,14.81,1300.0,0,1,0,0,5575.0,4.521,0.932,15.472,FALSE POSITIVE,3.349904087274605,11.32506459446695,6.2166061010848646,2.7606426512213806,7.170888478512505
4.64090031,35.512,2450.6,30.09,1155.0,421.08,296.9,0,0,0,0,6463.0,4.5,0.826,15.27,CANDIDATE,3.4368862240706624,7.804496151611577,7.052721049232323,6.04519486952895,5.696757859719236
3.747838198,5.0642,616.0,13.65,1031.0,266.76,138.2,0,1,1,1,5514.0,4.569,0.826,13.496,FALSE POSITIVE,2.6844403354630764,6.424869023905388,6.939253946041508,5.590091056903071,4.935911747900319
14.74914825,6.0995,430.2,2.89,874.0,137.91,107.4,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,1.358409157630355,6.066572019594787,6.774223886357614,4.933826241409298,4.685828089005546
21.81295996,4.3791,1175.4,3.38,639.0,39.33,37.8,0,0,0,0,5601.0,4.41,0.999,15.54,CONFIRMED,1.4770487243883548,7.07021420667984,6.461468176353717,3.697095608885277,3.6584202466292277
7.91936937,3.3148,15148.0,10.34,814.0,104.0,389.0,0,1,0,0,5690.0,4.588,0.776,15.805,FALSE POSITIVE,2.428336298299606,9.625689802158323,6.703188113240863,4.653960350157523,5.966146739123692
1.028436523,1.8606,8098.0,72.77,1947.0,3400.48,89.6,0,0,0,0,6228.0,4.428,0.99,15.202,CANDIDATE,4.300952144896211,8.99949587624899,7.5745584842024805,8.1319659100089,4.506454213048934
15.37562369,3.3169,15337.0,11.01,600.0,30.54,166.0,0,0,0,0,4986.0,4.496,0.833,16.422,CONFIRMED,2.485739636091892,9.638088688324805,6.398594934535208,3.451256581534892,5.117993812416755
8.10363271,3.161,887.9,2.11,687.0,52.82,39.3,0,0,0,0,4861.0,4.574,0.732,15.289,CONFIRMED,1.1346227261911428,6.789984743247629,6.5337888379333435,3.9856451452987596,3.696351468952637
