koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition,koi_prad_log,koi_depth_log,koi_teq_log
1.625522174,2.38963,3104.2375,9.73,1579.0,1467.41,159.3625,0,0,0,0,5539.0,4.322,1.106,15.001,CONFIRMED,2.373043556642607,8.98343977178426,7.365180126021013
19.620346923,2.0038,3104.2375,13.6,643.0,40.39,159.3625,0,0,0,0,5710.0,4.492,0.905,15.562,CANDIDATE,2.681021528714291,9.986264978993697,6.467698726104354
7.544039,6.222,322.6,17.47,838.0,116.46,14.2,1,0,1,0,5657.0,4.567,0.824,15.559,FALSE POSITIVE,2.9161477942111484,5.779508185184337,6.732210706467206
9.02930689,3.1449,1019.8,2.57,757.0,77.75,53.9,0,0,0,0,5349.0,4.526,0.82,15.387,CONFIRMED,1.2725655957915476,6.9283419125905255,6.630683385642372
10.328035714,7.7915,3104.2375,13.28,843.0,119.31,159.3625,0,1,0,0,5627.0,4.359,1.024,15.646,FALSE POSITIVE,2.658859956911438,9.736192529758796,6.738152494595957
97.68741770487502,8.9302,3104.2375,8.9,308.0,2.14,138.8,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,2.2925347571405443,9.265491216441031,5.733341276897746
6.164876,3.262,55.8,0.79,1021.0,256.35,14.4,0,0,0,0,5854.0,4.406,1.012,12.882,CONFIRMED,0.5822156198526637,4.039536325727106,6.92951677076365
60.32494216,6.6188,3104.2375,12.19,411.0,6.77,159.3625,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,2.579458966729223,9.917439766154132,6.021023349349527
29.1598615,4.803,488.0,1.91,524.0,17.85,11.6,0,0,0,0,5485.0,4.556,0.867,15.403,CONFIRMED,1.068153081183401,6.192362489474872,6.263398262591624
1.540397253,2.1541,816.1,25.69,1470.0,1105.68,38.8,0,0,1,1,5663.0,4.53,0.915,15.974,FALSE POSITIVE,3.284288963416433,6.705761486390662,7.293697720601438
2.99025443,5.414,589.2,1.7,918.0,168.45,48.5,0,0,1,1,4667.0,4.578,0.731,15.842,FALSE POSITIVE,0.9932517730102834,6.380461462508839,6.823286122355687
1.594745374,1.9604,3104.2375,11.3,1539.0,1329.42,159.3625,0,0,0,0,5934.0,4.491,0.893,15.53,CONFIRMED,2.509599262378372,9.618800989064146,7.3395376954076745
4.783002698,2.335,1008.7,2.5,886.0,145.48,70.6,0,0,0,0,5170.0,4.574,0.807,15.119,CONFIRMED,1.252762968495368,6.917408536010275,6.787844982309579
